Plage,Aire,Temps,Position,Substrat,Date,Saison,Objet,Détail,Code,OPSAR,UNEP,Quantité,Poids
Amphion,342,170,2,4,19.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Anthy,211,95,2,4,20.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Aubonne,72,40,1,4,10.09.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Aubonne,268,150,2,4,10.09.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Baby Plage,384,200,2,1,22.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Baby Plage,384,200,2,1,02.09.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,10,0.04
Baby Plage,384,200,2,1,15.10.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Bouveret,99,50,1,1,15.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,6,0.024
Bouveret,438,220,2,1,15.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,6,0.024
Bouveret,438,220,2,1,30.04.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,5,0.02
Bouveret,99,50,1,1,03.09.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Bouveret,438,220,2,1,05.11.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,7,0.028
Clarens,273,125,2,2,29.04.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Clarens,273,125,2,2,30.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,6,0.024
Cully,15,7,1,3,26.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Cully,52,25,2,3,07.08.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Cully,52,25,2,3,17.10.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Excenevex,1803,900,2,1,13.02.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Excenevex,1803,900,2,1,04.09.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,9,0.036
Grangettes,260,130,2,1,13.02.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,12,0.048
Grangettes,79,40,1,1,02.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Grangettes,260,130,2,1,02.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Grangettes,260,130,2,1,08.11.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Hermance,265,130,2,4,10.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Lugrin,159,80,2,4,06.02.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Lugrin,159,80,2,4,07.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Lugrin,159,80,2,4,02.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Lugrin,72,35,1,4,02.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,3,0.012
Pichette,41,20,1,3,11.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Préverenges,961,490,2,1,12.02.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,7,0.028
Préverenges,961,490,2,1,30.04.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,14,0.056
Préverenges,961,490,2,,13.08.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,19,0.076
Préverenges,150,80,1,1,05.11.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Préverenges,961,490,2,1,05.11.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,4,0.016
Rolle,815,415,2,1,15.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,11,0.044
Rolle,937,475,2,1,01.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,8,0.032
Rolle,815,415,2,1,06.11.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Saint-Disdille,259,100,2,4,29.01.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Saint-Disdille,259,100,2,4,23.04.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,3,0.012
Savonnière,325,160,2,2,01.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Savonnière,325,160,2,2,06.08.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Tolochenaz,75,40,2,2,07.02.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Tougues,94,45,1,2,07.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Vidy,413,210,2,1,04.02.2022,1,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,3,0.012
Vidy,413,210,2,1,13.05.2022,2,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,2,0.008
Vidy,91,45,1,1,12.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,4,0.016
Vidy,413,210,2,1,12.07.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,7,0.028
Vidy,413,210,2,1,18.10.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,4,0.016
Versoix,37,20,1,3,14.08.2022,3,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Versoix,37,20,1,3,15.10.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Versoix,132,65,1,3,15.10.2022,4,Ficelle de moins de 1cm de diamètre,,G50,32,PL19,1,0.004
Amphion,98,50,1,4,01.02.2022,1,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Amphion,98,50,1,4,18.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,4,0.00008
Amphion,342,170,2,4,18.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,7,0.00014
Aubonne,268,150,2,4,06.02.2022,1,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Aubonne,268,150,2,4,10.09.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Aubonne,72,40,1,4,05.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Baby Plage,384,200,2,1,23.04.2022,2,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Baby Plage,112,60,1,1,15.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,6,0.00012
Bouveret,99,50,1,1,30.04.2022,2,Filaments de plastique de moins de 5 mm,,G113,,,6,0.00012
Clarens,67,30,1,4,16.01.2022,1,Filaments de plastique de moins de 5 mm,,G113,,,6,0.00012
Clarens,273,125,2,2,17.12.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Cully,52,25,2,3,07.08.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Cully,52,25,2,3,17.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Grangettes,79,40,1,1,13.02.2022,1,Filaments de plastique de moins de 5 mm,,G113,,,20,0.0004
Grangettes,260,130,2,1,08.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,5,0.0001
Lugrin,72,35,1,4,07.05.2022,2,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Pichette,41,20,1,3,14.09.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Pichette,231,120,2,3,14.09.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Préverenges,961,490,2,1,12.02.2022,1,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Préverenges,150,80,1,1,13.08.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,5,0.0001
Préverenges,961,490,2,1,05.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,15,0.0003
Rolle,937,475,2,1,01.05.2022,2,Filaments de plastique de moins de 5 mm,,G113,,,26,0.00052
Rolle,815,415,2,1,06.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,3,0.00006
Rolle,122,60,1,1,06.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,7,0.00014
Saint-Disdille,75,30,1,4,23.04.2022,2,Filaments de plastique de moins de 5 mm,,G113,,,4,0.00008
Saint-Disdille,75,30,1,4,22.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Saint-Disdille,259,100,2,4,22.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,5,0.0001
Savonnière,325,160,2,2,06.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Tolochenaz,52,25,1,2,12.11.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Tougues,94,45,1,2,29.01.2022,1,Filaments de plastique de moins de 5 mm,,G113,,,1,0.00002
Tougues,450,220,2,2,07.05.2022,2,Filaments de plastique de moins de 5 mm,,G113,,,8,0.00016
Tougues,450,220,2,2,10.08.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,12,0.00024
Tougues,94,45,1,2,22.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,3,0.00006
Tougues,450,220,2,2,22.10.2022,4,Filaments de plastique de moins de 5 mm,,G113,,,3,0.00006
Vidy,91,45,1,1,12.07.2022,3,Filaments de plastique de moins de 5 mm,,G113,,,2,0.00004
Amphion,98,50,1,4,01.02.2022,1,Film plastique non-alimentaire de moins de 5 mm,,G114,,,4,0.000012
Amphion,342,170,2,4,01.02.2022,1,Film plastique non-alimentaire de moins de 5 mm,,G114,,,36,0.000108
Amphion,98,50,1,4,19.07.2022,3,Film plastique non-alimentaire de moins de 5 mm,,G114,,,9,0.000027
Amphion,342,170,2,4,19.07.2022,3,Film plastique non-alimentaire de moins de 5 mm,,G114,,,23,0.000069
Amphion,342,170,2,4,18.10.2022,4,Film plastique non-alimentaire de moins de 5 mm,,G114,,,14,0.000042
Amphion,98,50,1,4,18.10.2022,4,Film plastique non-alimentaire de moins de 5 mm,,G114,,,17,0.000051
Baby Plage,112,60,1,1,15.10.2022,4,Film plastique non-alimentaire de moins de 5 mm,,G114,,,2,0.000006
Bouveret,438,220,2,1,30.04.2022,2,Film plastique non-alimentaire de moins de 5 mm,,G114,,,5,0.000015
Grangettes,260,130,2,1,02.05.2022,2,Film plastique non-alimentaire de moins de 5 mm,,G114,,,30,0.00009
Grangettes,79,40,1,1,02.05.2022,2,Film plastique non-alimentaire de moins de 5 mm,,G114,,,33,0.000099
Lugrin,159,80,2,4,07.05.2022,2,Film plastique non-alimentaire de moins de 5 mm,,G114,,,3,0.000009
Lugrin,72,35,1,4,07.05.2022,2,Film plastique non-alimentaire de moins de 5 mm,,G114,,,8,0.000024
Port Choiseul,444,220,2,3,03.09.2022,3,Film plastique non-alimentaire de moins de 5 mm,,G114,,,1,0.000003
Préverenges,961,490,2,1,12.02.2022,1,Film plastique non-alimentaire de moins de 5 mm,,G114,,,1,0.000003
Rolle,937,475,2,1,01.05.2022,2,Film plastique non-alimentaire de moins de 5 mm,,G114,,,8,0.000024
Rolle,122,60,1,1,06.11.2022,4,Film plastique non-alimentaire de moins de 5 mm,,G114,,,2,0.000006
Tolochenaz,52,25,1,2,12.11.2022,4,Film plastique non-alimentaire de moins de 5 mm,,G114,,,1,0.000003
Clarens,273,125,2,2,30.07.2022,3,Gant en latex,,G39,,PL09,1,0.002
Préverenges,961,490,2,1,12.02.2022,1,Gant en latex,,G39,113,RB03,2,0.02
Bouveret,438,220,2,1,15.01.2022,1,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Excenevex,1803,900,2,1,04.09.2022,3,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Grangettes,260,130,2,1,13.02.2022,1,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Grangettes,79,40,1,1,18.07.2022,3,Gobelet plastique jetable,,G33,21,PL06,6,0.015
Grangettes,79,40,1,1,08.11.2022,4,Gobelet plastique jetable,,G33,21,PL06,5,0.015
Port Choiseul,297,150,2,3,15.01.2022,1,Gobelet plastique jetable,,G33,21,PL06,5,0.0125
Port Choiseul,147,70,1,3,16.04.2022,2,Gobelet plastique jetable,,G33,21,PL06,2,0.005
Port Choiseul,297,150,2,3,16.04.2022,2,Gobelet plastique jetable,,G33,21,PL06,3,0.0075
Port Choiseul,444,220,2,3,03.09.2022,3,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Saint-Disdille,259,100,2,4,29.01.2022,1,Gobelet plastique jetable,,G33,21,PL06,3,0.0075
Saint-Disdille,75,30,1,4,23.04.2022,2,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Saint-Disdille,259,100,2,4,23.04.2022,2,Gobelet plastique jetable,,G33,21,PL06,3,0.0075
Savonnière,325,160,2,2,06.08.2022,3,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Vidy,91,45,1,1,04.02.2022,1,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Vidy,91,45,1,1,13.05.2022,2,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Vidy,413,210,2,1,13.05.2022,2,Gobelet plastique jetable,,G33,21,PL06,2,0.005
Vidy,91,45,1,1,12.07.2022,3,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Vidy,413,210,2,1,12.07.2022,3,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Vidy,91,45,1,1,18.10.2022,4,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Vidy,413,210,2,1,18.10.2022,4,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Versoix,132,65,2,3,2/5/2022,1,Gobelet plastique jetable,,G33,21,PL06,1,0.0025
Excenevex,1803,900,2,1,06.11.2022,4,Gobelet plastique réutilisable,,G9331,21,PL06,1,0.02
Amphion,98,50,1,4,01.02.2022,1,Grille en plastique STEP,,G932,,,1,0.00107
Amphion,342,170,2,4,01.02.2022,1,Grille en plastique STEP,,G932,,,25,0.02675
Amphion,98,50,1,4,03.05.2022,2,Grille en plastique STEP,,G932,,,1,0.00107
Amphion,342,170,2,4,03.05.2022,2,Grille en plastique STEP,,G932,,,11,0.01177
Amphion,98,50,1,4,19.07.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Amphion,342,170,2,4,19.07.2022,3,Grille en plastique STEP,,G932,,,8,0.00856
Amphion,98,50,1,4,18.10.2022,4,Grille en plastique STEP,,G932,,,7,0.00749
Amphion,342,170,2,4,18.10.2022,4,Grille en plastique STEP,,G932,,,11,0.01177
Anthy,211,95,2,4,09.02.2022,1,Grille en plastique STEP,,G932,,,1,0.00107
Anthy,62,30,1,4,04.05.2022,2,Grille en plastique STEP,,G932,,,1,0.00107
Aubonne,268,150,2,4,05.11.2022,4,Grille en plastique STEP,,G932,,,1,0.00107
Bouveret,99,50,1,1,15.01.2022,1,Grille en plastique STEP,,G932,,,6,0.00642
Bouveret,438,220,2,1,15.01.2022,1,Grille en plastique STEP,,G932,,,2,0.00214
Bouveret,99,50,1,1,30.04.2022,2,Grille en plastique STEP,,G932,,,11,0.01177
Bouveret,438,220,2,1,30.04.2022,2,Grille en plastique STEP,,G932,,,7,0.00749
Bouveret,99,50,1,1,03.09.2022,3,Grille en plastique STEP,,G932,,,5,0.00535
Bouveret,438,220,2,1,05.11.2022,4,Grille en plastique STEP,,G932,,,2,0.00214
Clarens,273,125,2,2,29.04.2022,2,Grille en plastique STEP,,G932,,,1,0.00107
Clarens,273,125,2,2,30.07.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Clarens,67,30,1,4,30.07.2022,3,Grille en plastique STEP,,G932,,,3,0.00321
Clarens,273,125,2,2,17.12.2022,4,Grille en plastique STEP,,G932,,,2,0.0021
Excenevex,175,90,1,1,13.02.2022,1,Grille en plastique STEP,,G932,,,1,0.00107
Excenevex,175,90,1,1,08.05.2022,2,Grille en plastique STEP,,G932,,,1,0.00107
Excenevex,175,90,1,1,04.09.2022,3,Grille en plastique STEP,,G932,,,2,0.00214
Excenevex,1803,900,2,1,04.09.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Excenevex,175,90,1,1,06.11.2022,4,Grille en plastique STEP,,G932,,,1,0.00107
Gland,22,8,2,2,06.09.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Grangettes,79,40,1,1,13.02.2022,1,Grille en plastique STEP,,G932,,,2,0.00214
Grangettes,260,130,2,1,13.02.2022,1,Grille en plastique STEP,,G932,,,5,0.00535
Grangettes,260,130,2,1,02.05.2022,2,Grille en plastique STEP,,G932,,,3,0.00321
Grangettes,79,40,1,1,02.05.2022,2,Grille en plastique STEP,,G932,,,6,0.00642
Grangettes,79,40,1,1,18.07.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Grangettes,260,130,2,1,18.07.2022,3,Grille en plastique STEP,,G932,,,6,0.00642
Grangettes,260,130,2,1,08.11.2022,4,Grille en plastique STEP,,G932,,,2,0.00214
Lugrin,72,35,1,4,02.07.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Lugrin,159,80,2,4,02.07.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Lugrin,72,35,1,4,05.11.2022,4,Grille en plastique STEP,,G932,,,1,0.00107
Lutry,234,120,2,2,29.01.2022,1,Grille en plastique STEP,,G932,,,1,0.00107
Lutry,234,120,2,2,08.09.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Port Choiseul,297,150,2,3,15.01.2022,1,Grille en plastique STEP,,G932,,,2,0.00214
Préverenges,150,80,1,1,12.02.2022,1,Grille en plastique STEP,,G932,,,1,0.00107
Saint-Disdille,75,30,1,4,10.09.2022,3,Grille en plastique STEP,,G932,,,1,0.00107
Saint-Disdille,259,100,2,4,10.09.2022,3,Grille en plastique STEP,,G932,,,5,0.00535
Saint-Disdille,259,100,2,4,22.10.2022,4,Grille en plastique STEP,,G932,,,2,0.00214
Savonnière,325,160,2,2,16.01.2022,1,Grille en plastique STEP,,G932,,,1,0.00107
Savonnière,325,160,2,2,06.11.2022,4,Grille en plastique STEP,,G932,,,1,0.00107
Vidy,413,210,2,1,04.02.2022,1,Grille en plastique STEP,,G932,,,2,0.00214
Vidy,413,210,2,1,13.05.2022,2,Grille en plastique STEP,,G932,,,1,0.00107
Amphion,342,170,2,4,19.07.2022,3,Jouet en plastique,,G32,20,PL08,4,0.4
Aubonne,268,150,2,4,10.09.2022,3,Jouet en plastique,,G32,20,PL08,1,0.1
Baby Plage,384,200,2,1,22.01.2022,1,Jouet en plastique,,G32,20,PL08,1,0.1
Baby Plage,112,60,1,1,22.01.2022,1,Jouet en plastique,,G32,20,PL08,2,0.2
Baby Plage,384,200,2,1,02.09.2022,3,Jouet en plastique,,G32,20,PL08,5,0.5
Baby Plage,384,200,2,1,15.10.2022,4,Jouet en plastique,,G32,20,PL08,3,0.3
Bouveret,438,220,2,1,15.01.2022,1,Jouet en plastique,,G32,20,PL08,5,0.5
Bouveret,438,220,2,1,30.04.2022,2,Jouet en plastique,,G32,20,PL08,5,0.5
Bouveret,438,220,2,1,03.09.2022,3,Jouet en plastique,,G32,20,PL08,1,0.1
Bouveret,99,50,1,1,03.09.2022,3,Jouet en plastique,,G32,20,PL08,7,0.7
Bouveret,438,220,2,1,05.11.2022,4,Jouet en plastique,,G32,20,PL08,2,0.2
Excenevex,1803,900,2,1,08.05.2022,2,Jouet en plastique,,G32,20,PL08,1,0.1
Excenevex,1803,900,2,1,06.11.2022,4,Jouet en plastique,,G32,20,PL08,1,0.1
Excenevex,175,90,1,1,06.11.2022,4,Jouet en plastique,,G32,20,PL08,2,0.2
Grangettes,260,130,2,1,02.05.2022,2,Jouet en plastique,,G32,20,PL08,1,0.1
Grangettes,260,130,2,1,18.07.2022,3,Jouet en plastique,,G32,20,PL08,2,0.2
Grangettes,260,130,2,1,08.11.2022,4,Jouet en plastique,,G32,20,PL08,1,0.1
Préverenges,961,490,2,,13.08.2022,3,Jouet en plastique,,G32,20,PL08,1,0.1
Préverenges,961,490,2,1,05.11.2022,4,Jouet en plastique,,G32,20,PL08,2,0.2
Rolle,815,415,2,1,15.01.2022,1,Jouet en plastique,,G32,20,PL08,1,0.1
Rolle,937,475,2,1,01.05.2022,2,Jouet en plastique,,G32,20,PL08,2,0.2
Rolle,815,415,2,1,06.11.2022,4,Jouet en plastique,,G32,20,PL08,5,0.5
Saint-Disdille,259,100,2,4,23.04.2022,2,Jouet en plastique,,G32,20,PL08,3,0.3
Saint-Disdille,259,100,2,4,10.09.2022,3,Jouet en plastique,,G32,20,PL08,4,0.4
Saint-Disdille,75,30,1,4,22.10.2022,4,Jouet en plastique,,G32,20,PL08,1,0.1
Vidy,413,210,2,1,12.07.2022,3,Jouet en plastique,,G32,20,PL08,1,0.1
Anthy,62,30,1,4,04.05.2022,2,Ligne de pêche,,G132,,,1,0.0002
Anthy,211,95,2,4,04.05.2022,2,Ligne de pêche,,G132,,,1,0.0002
Aubonne,268,150,2,4,06.02.2022,1,Ligne de pêche,,G132,,,1,0.0002
